"exec","age_group","sex","comorbidity","covid","binary_patient_type","death","count","obesity","diabetes","hyperten","ckd","cardio","copd","asthma","immuno","hiv"
15,"[ 55 , 59 ]","M",0,1,"A",13,46499,0,0,0,0,0,0,0,0,0
15,"[ 55 , 59 ]","M",1,1,"A",10,18867,4345,8729,11089,487,833,420,497,364,313
15,"[ 55 , 59 ]","M",0,0,"H",90,1426,0,0,0,0,0,0,0,0,0
15,"[ 55 , 59 ]","M",1,0,"H",112,1356,263,854,842,322,270,67,35,82,25
15,"[ 55 , 59 ]","M",0,1,"H",188,805,0,0,0,0,0,0,0,0,0
15,"[ 55 , 59 ]","M",1,1,"H",284,992,255,654,665,260,169,66,23,63,30
16,"[ 55 , 59 ]","M",0,0,"A",3,76481,0,0,0,0,0,0,0,0,0
16,"[ 55 , 59 ]","M",1,0,"A",2,24236,4428,11158,13414,702,1175,571,685,495,368
16,"[ 55 , 59 ]","M",0,1,"A",7,46890,0,0,0,0,0,0,0,0,0
16,"[ 55 , 59 ]","M",1,1,"A",6,18986,4382,8702,11072,473,854,393,548,355,312
16,"[ 55 , 59 ]","M",0,0,"H",92,1455,0,0,0,0,0,0,0,0,0
16,"[ 55 , 59 ]","M",1,0,"H",121,1300,243,780,824,310,231,53,20,82,33
16,"[ 55 , 59 ]","M",0,1,"H",164,789,0,0,0,0,0,0,0,0,0
16,"[ 55 , 59 ]","M",1,1,"H",279,982,233,674,643,271,180,61,30,90,33
17,"[ 55 , 59 ]","M",0,0,"A",3,76951,0,0,0,0,0,0,0,0,0
17,"[ 55 , 59 ]","M",1,0,"A",6,24206,4301,11231,13247,742,1116,526,697,489,396
17,"[ 55 , 59 ]","M",0,1,"A",16,46508,0,0,0,0,0,0,0,0,0
17,"[ 55 , 59 ]","M",1,1,"A",4,18992,4373,8717,11089,464,842,386,507,385,325
17,"[ 55 , 59 ]","M",0,0,"H",97,1422,0,0,0,0,0,0,0,0,0
17,"[ 55 , 59 ]","M",1,0,"H",125,1357,220,843,868,347,255,60,26,79,22
17,"[ 55 , 59 ]","M",0,1,"H",159,736,0,0,0,0,0,0,0,0,0
17,"[ 55 , 59 ]","M",1,1,"H",262,947,236,636,633,241,178,51,10,71,25
18,"[ 55 , 59 ]","M",0,0,"A",5,76867,0,0,0,0,0,0,0,0,0
18,"[ 55 , 59 ]","M",1,0,"A",2,24283,4361,11374,13200,739,1079,525,706,498,372
18,"[ 55 , 59 ]","M",0,1,"A",12,46698,0,0,0,0,0,0,0,0,0
18,"[ 55 , 59 ]","M",1,1,"A",10,18769,4399,8614,11030,477,806,402,561,367,313
18,"[ 55 , 59 ]","M",0,0,"H",104,1403,0,0,0,0,0,0,0,0,0
18,"[ 55 , 59 ]","M",1,0,"H",140,1351,256,872,823,352,318,72,28,88,24
18,"[ 55 , 59 ]","M",0,1,"H",185,761,0,0,0,0,0,0,0,0,0
18,"[ 55 , 59 ]","M",1,1,"H",273,987,241,639,657,237,182,62,24,73,32
19,"[ 55 , 59 ]","M",0,0,"A",4,76966,0,0,0,0,0,0,0,0,0
19,"[ 55 , 59 ]","M",1,0,"A",6,24216,4402,11131,13350,707,1122,548,702,552,388
19,"[ 55 , 59 ]","M",0,1,"A",12,46473,0,0,0,0,0,0,0,0,0
19,"[ 55 , 59 ]","M",1,1,"A",6,18891,4434,8731,10989,472,793,372,527,347,304
19,"[ 55 , 59 ]","M",0,0,"H",111,1420,0,0,0,0,0,0,0,0,0
19,"[ 55 , 59 ]","M",1,0,"H",118,1384,274,868,848,339,285,69,21,92,33
19,"[ 55 , 59 ]","M",0,1,"H",179,792,0,0,0,0,0,0,0,0,0
19,"[ 55 , 59 ]","M",1,1,"H",286,977,231,625,676,254,184,63,14,76,29
20,"[ 55 , 59 ]","M",0,0,"A",5,76574,0,0,0,0,0,0,0,0,0
20,"[ 55 , 59 ]","M",1,0,"A",0,24202,4446,11192,13276,722,1064,546,714,523,400
20,"[ 55 , 59 ]","M",0,1,"A",14,46826,0,0,0,0,0,0,0,0,0
20,"[ 55 , 59 ]","M",1,1,"A",10,18874,4388,8821,10856,495,829,396,527,405,332
20,"[ 55 , 59 ]","M",0,0,"H",118,1506,0,0,0,0,0,0,0,0,0
20,"[ 55 , 59 ]","M",1,0,"H",121,1370,264,856,890,370,280,64,28,86,28
20,"[ 55 , 59 ]","M",0,1,"H",168,781,0,0,0,0,0,0,0,0,0
20,"[ 55 , 59 ]","M",1,1,"H",290,986,269,638,676,230,164,60,17,75,30
1,"[ 60 , 64 ]","F",0,0,"A",1,70761,0,0,0,0,0,0,0,0,0
1,"[ 60 , 64 ]","F",1,0,"A",2,33804,6333,15606,20928,676,1588,965,1812,863,196
1,"[ 60 , 64 ]","F",0,1,"A",1,42460,0,0,0,0,0,0,0,0,0
1,"[ 60 , 64 ]","F",1,1,"A",6,24147,5505,10927,15618,437,940,601,1257,632,180
1,"[ 60 , 64 ]","F",0,0,"H",81,1018,0,0,0,0,0,0,0,0,0
1,"[ 60 , 64 ]","F",1,0,"H",144,1288,331,799,889,223,241,80,65,100,4
1,"[ 60 , 64 ]","F",0,1,"H",110,645,0,0,0,0,0,0,0,0,0
1,"[ 60 , 64 ]","F",1,1,"H",184,913,266,603,660,148,141,62,60,76,2
2,"[ 60 , 64 ]","F",0,0,"A",5,70744,0,0,0,0,0,0,0,0,0
2,"[ 60 , 64 ]","F",1,0,"A",1,33328,6356,15397,20754,641,1584,974,1804,858,213
2,"[ 60 , 64 ]","F",0,1,"A",9,43117,0,0,0,0,0,0,0,0,0
2,"[ 60 , 64 ]","F",1,1,"A",6,24046,5517,11004,15493,416,978,617,1204,606,165
2,"[ 60 , 64 ]","F",0,0,"H",90,1008,0,0,0,0,0,0,0,0,0
2,"[ 60 , 64 ]","F",1,0,"H",151,1249,320,787,871,208,227,95,54,89,12
2,"[ 60 , 64 ]","F",0,1,"H",97,606,0,0,0,0,0,0,0,0,0
2,"[ 60 , 64 ]","F",1,1,"H",187,938,275,585,651,132,131,73,40,66,6
3,"[ 60 , 64 ]","F",0,0,"A",9,70449,0,0,0,0,0,0,0,0,0
3,"[ 60 , 64 ]","F",1,0,"A",2,33567,6435,15402,20629,662,1520,980,1826,932,199
3,"[ 60 , 64 ]","F",0,1,"A",13,42970,0,0,0,0,0,0,0,0,0
3,"[ 60 , 64 ]","F",1,1,"A",2,24125,5553,10860,15727,432,869,587,1172,624,146
3,"[ 60 , 64 ]","F",0,0,"H",98,1044,0,0,0,0,0,0,0,0,0
3,"[ 60 , 64 ]","F",1,0,"H",132,1275,340,809,870,231,232,85,53,100,11
3,"[ 60 , 64 ]","F",0,1,"H",120,638,0,0,0,0,0,0,0,0,0
3,"[ 60 , 64 ]","F",1,1,"H",205,968,275,622,677,148,158,58,44,66,8
4,"[ 60 , 64 ]","F",0,0,"A",2,70529,0,0,0,0,0,0,0,0,0
4,"[ 60 , 64 ]","F",1,0,"A",1,33761,6363,15625,20845,661,1598,992,1801,843,206
4,"[ 60 , 64 ]","F",0,1,"A",5,42858,0,0,0,0,0,0,0,0,0
4,"[ 60 , 64 ]","F",1,1,"A",2,24058,5469,10907,15553,423,860,611,1177,616,159
4,"[ 60 , 64 ]","F",0,0,"H",99,1022,0,0,0,0,0,0,0,0,0
4,"[ 60 , 64 ]","F",1,0,"H",135,1265,320,801,874,207,226,74,70,79,10
4,"[ 60 , 64 ]","F",0,1,"H",103,643,0,0,0,0,0,0,0,0,0
4,"[ 60 , 64 ]","F",1,1,"H",174,900,255,591,686,124,121,63,56,62,3
5,"[ 60 , 64 ]","F",0,0,"A",3,70444,0,0,0,0,0,0,0,0,0
5,"[ 60 , 64 ]","F",1,0,"A",1,33556,6370,15370,20754,677,1551,999,1799,868,177
5,"[ 60 , 64 ]","F",0,1,"A",7,42774,0,0,0,0,0,0,0,0,0
5,"[ 60 , 64 ]","F",1,1,"A",5,24337,5522,11077,15735,417,907,634,1185,655,165
5,"[ 60 , 64 ]","F",0,0,"H",88,1016,0,0,0,0,0,0,0,0,0
5,"[ 60 , 64 ]","F",1,0,"H",153,1297,369,835,906,216,243,107,75,111,11
5,"[ 60 , 64 ]","F",0,1,"H",107,641,0,0,0,0,0,0,0,0,0
5,"[ 60 , 64 ]","F",1,1,"H",209,971,257,607,680,157,149,61,57,64,5
6,"[ 60 , 64 ]","F",0,0,"A",5,70752,0,0,0,0,0,0,0,0,0
6,"[ 60 , 64 ]","F",1,0,"A",1,33403,6214,15364,20713,687,1521,1054,1805,870,212
6,"[ 60 , 64 ]","F",0,1,"A",3,42988,0,0,0,0,0,0,0,0,0
6,"[ 60 , 64 ]","F",1,1,"A",5,23945,5530,10865,15524,410,883,595,1195,650,169
6,"[ 60 , 64 ]","F",0,0,"H",90,1041,0,0,0,0,0,0,0,0,0
6,"[ 60 , 64 ]","F",1,0,"H",147,1305,334,801,921,223,219,96,74,81,9
6,"[ 60 , 64 ]","F",0,1,"H",98,629,0,0,0,0,0,0,0,0,0
6,"[ 60 , 64 ]","F",1,1,"H",216,973,275,626,711,152,145,66,51,67,2
7,"[ 60 , 64 ]","F",0,0,"A",2,70792,0,0,0,0,0,0,0,0,0
7,"[ 60 , 64 ]","F",1,0,"A",0,33671,6264,15722,20652,643,1582,991,1805,860,213
7,"[ 60 , 64 ]","F",0,1,"A",5,42643,0,0,0,0,0,0,0,0,0
7,"[ 60 , 64 ]","F",1,1,"A",3,24059,5471,10946,15597,370,913,583,1194,627,146
7,"[ 60 , 64 ]","F",0,0,"H",80,1043,0,0,0,0,0,0,0,0,0
7,"[ 60 , 64 ]","F",1,0,"H",147,1265,309,821,863,222,226,97,70,85,7
7,"[ 60 , 64 ]","F",0,1,"H",120,640,0,0,0,0,0,0,0,0,0
7,"[ 60 , 64 ]","F",1,1,"H",201,923,289,576,663,152,130,75,54,71,3
8,"[ 60 , 64 ]","F",0,0,"A",3,70758,0,0,0,0,0,0,0,0,0
8,"[ 60 , 64 ]","F",1,0,"A",2,33534,6310,15469,20577,678,1547,1011,1808,861,221
8,"[ 60 , 64 ]","F",0,1,"A",6,42809,0,0,0,0,0,0,0,0,0
8,"[ 60 , 64 ]","F",1,1,"A",2,23984,5451,10899,15586,394,917,610,1214,591,169
8,"[ 60 , 64 ]","F",0,0,"H",89,1072,0,0,0,0,0,0,0,0,0
8,"[ 60 , 64 ]","F",1,0,"H",123,1277,325,813,893,226,232,91,74,89,9
8,"[ 60 , 64 ]","F",0,1,"H",109,621,0,0,0,0,0,0,0,0,0
8,"[ 60 , 64 ]","F",1,1,"H",213,981,292,637,697,136,129,65,36,60,5
9,"[ 60 , 64 ]","F",0,0,"A",1,70810,0,0,0,0,0,0,0,0,0
9,"[ 60 , 64 ]","F",1,0,"A",1,33461,6208,15334,20715,656,1567,929,1707,864,216
9,"[ 60 , 64 ]","F",0,1,"A",2,42771,0,0,0,0,0,0,0,0,0
9,"[ 60 , 64 ]","F",1,1,"A",4,24041,5602,10884,15604,409,881,606,1208,636,151
9,"[ 60 , 64 ]","F",0,0,"H",91,1066,0,0,0,0,0,0,0,0,0
9,"[ 60 , 64 ]","F",1,0,"H",146,1316,333,804,883,221,238,106,84,84,7
9,"[ 60 , 64 ]","F",0,1,"H",112,675,0,0,0,0,0,0,0,0,0
9,"[ 60 , 64 ]","F",1,1,"H",201,896,269,568,652,133,122,65,48,77,7
10,"[ 60 , 64 ]","F",0,0,"A",1,70494,0,0,0,0,0,0,0,0,0
10,"[ 60 , 64 ]","F",1,0,"A",0,33838,6338,15392,20961,708,1505,968,1839,831,201
10,"[ 60 , 64 ]","F",0,1,"A",5,42781,0,0,0,0,0,0,0,0,0
10,"[ 60 , 64 ]","F",1,1,"A",1,24071,5540,10971,15550,429,904,593,1139,625,178
10,"[ 60 , 64 ]","F",0,0,"H",95,1073,0,0,0,0,0,0,0,0,0
10,"[ 60 , 64 ]","F",1,0,"H",136,1290,313,830,920,230,231,107,50,92,7
10,"[ 60 , 64 ]","F",0,1,"H",102,618,0,0,0,0,0,0,0,0,0
10,"[ 60 , 64 ]","F",1,1,"H",167,871,272,577,629,134,130,60,45,63,4
11,"[ 60 , 64 ]","F",0,0,"A",3,71007,0,0,0,0,0,0,0,0,0
11,"[ 60 , 64 ]","F",1,0,"A",2,33665,6271,15558,20788,701,1530,973,1784,821,230
11,"[ 60 , 64 ]","F",0,1,"A",1,42504,0,0,0,0,0,0,0,0,0
11,"[ 60 , 64 ]","F",1,1,"A",5,23958,5570,11043,15610,399,851,584,1152,634,180
11,"[ 60 , 64 ]","F",0,0,"H",84,1031,0,0,0,0,0,0,0,0,0
11,"[ 60 , 64 ]","F",1,0,"H",137,1272,314,796,894,201,210,97,72,81,4
11,"[ 60 , 64 ]","F",0,1,"H",114,633,0,0,0,0,0,0,0,0,0
11,"[ 60 , 64 ]","F",1,1,"H",219,966,274,583,692,150,153,68,62,80,3
12,"[ 60 , 64 ]","F",0,0,"A",6,70633,0,0,0,0,0,0,0,0,0
12,"[ 60 , 64 ]","F",1,0,"A",4,33971,6463,15531,21054,706,1506,998,1938,848,209
12,"[ 60 , 64 ]","F",0,1,"A",4,42533,0,0,0,0,0,0,0,0,0
12,"[ 60 , 64 ]","F",1,1,"A",4,24009,5488,10847,15706,376,884,610,1246,579,168
12,"[ 60 , 64 ]","F",0,0,"H",72,1060,0,0,0,0,0,0,0,0,0
12,"[ 60 , 64 ]","F",1,0,"H",134,1271,332,816,885,236,230,105,65,86,4
12,"[ 60 , 64 ]","F",0,1,"H",108,624,0,0,0,0,0,0,0,0,0
12,"[ 60 , 64 ]","F",1,1,"H",217,935,275,588,685,138,135,64,42,65,3
13,"[ 60 , 64 ]","F",0,0,"A",6,70599,0,0,0,0,0,0,0,0,0
13,"[ 60 , 64 ]","F",1,0,"A",3,33595,6240,15616,20629,654,1606,954,1837,852,199
13,"[ 60 , 64 ]","F",0,1,"A",2,42863,0,0,0,0,0,0,0,0,0
13,"[ 60 , 64 ]","F",1,1,"A",2,23957,5468,10910,15613,411,859,575,1152,627,171
13,"[ 60 , 64 ]","F",0,0,"H",80,1070,0,0,0,0,0,0,0,0,0
13,"[ 60 , 64 ]","F",1,0,"H",172,1334,347,844,936,262,244,102,60,104,11
13,"[ 60 , 64 ]","F",0,1,"H",106,676,0,0,0,0,0,0,0,0,0
13,"[ 60 , 64 ]","F",1,1,"H",227,942,273,594,680,144,140,56,44,60,5
14,"[ 60 , 64 ]","F",0,0,"A",3,70906,0,0,0,0,0,0,0,0,0
14,"[ 60 , 64 ]","F",1,0,"A",2,33443,6194,15369,20599,674,1561,912,1881,883,208
14,"[ 60 , 64 ]","F",0,1,"A",4,42772,0,0,0,0,0,0,0,0,0
14,"[ 60 , 64 ]","F",1,1,"A",6,24097,5595,10924,15567,419,900,617,1189,647,145
14,"[ 60 , 64 ]","F",0,0,"H",81,964,0,0,0,0,0,0,0,0,0
14,"[ 60 , 64 ]","F",1,0,"H",146,1322,350,798,897,217,227,95,62,97,9
14,"[ 60 , 64 ]","F",0,1,"H",121,597,0,0,0,0,0,0,0,0,0
14,"[ 60 , 64 ]","F",1,1,"H",194,935,284,617,679,155,149,69,46,65,3
15,"[ 60 , 64 ]","F",0,0,"A",4,70938,0,0,0,0,0,0,0,0,0
15,"[ 60 , 64 ]","F",1,0,"A",5,33286,6023,15427,20624,701,1541,941,1752,816,204
15,"[ 60 , 64 ]","F",0,1,"A",8,43075,0,0,0,0,0,0,0,0,0
15,"[ 60 , 64 ]","F",1,1,"A",3,23791,5371,10735,15487,403,862,574,1135,640,152
15,"[ 60 , 64 ]","F",0,0,"H",95,1047,0,0,0,0,0,0,0,0,0
15,"[ 60 , 64 ]","F",1,0,"H",136,1331,334,832,920,234,244,91,73,101,13
15,"[ 60 , 64 ]","F",0,1,"H",118,624,0,0,0,0,0,0,0,0,0
15,"[ 60 , 64 ]","F",1,1,"H",224,944,287,601,677,167,126,61,43,71,3
16,"[ 60 , 64 ]","F",0,0,"A",3,71088,0,0,0,0,0,0,0,0,0
16,"[ 60 , 64 ]","F",1,0,"A",3,33679,6274,15579,20812,648,1601,943,1861,900,192
16,"[ 60 , 64 ]","F",0,1,"A",6,42437,0,0,0,0,0,0,0,0,0
16,"[ 60 , 64 ]","F",1,1,"A",2,23990,5538,10854,15708,419,851,581,1111,629,164
16,"[ 60 , 64 ]","F",0,0,"H",106,1031,0,0,0,0,0,0,0,0,0
16,"[ 60 , 64 ]","F",1,0,"H",125,1285,322,795,875,212,250,89,74,83,3
16,"[ 60 , 64 ]","F",0,1,"H",120,626,0,0,0,0,0,0,0,0,0
16,"[ 60 , 64 ]","F",1,1,"H",205,900,283,566,646,143,161,64,42,72,3
17,"[ 60 , 64 ]","F",0,0,"A",3,70572,0,0,0,0,0,0,0,0,0
17,"[ 60 , 64 ]","F",1,0,"A",0,33607,6291,15395,20808,666,1529,991,1756,894,205
17,"[ 60 , 64 ]","F",0,1,"A",7,42959,0,0,0,0,0,0,0,0,0
17,"[ 60 , 64 ]","F",1,1,"A",5,23965,5511,10801,15517,393,907,605,1253,663,155
17,"[ 60 , 64 ]","F",0,0,"H",110,1070,0,0,0,0,0,0,0,0,0
17,"[ 60 , 64 ]","F",1,0,"H",135,1284,351,789,883,210,235,103,63,93,9
17,"[ 60 , 64 ]","F",0,1,"H",117,605,0,0,0,0,0,0,0,0,0
17,"[ 60 , 64 ]","F",1,1,"H",236,974,304,610,666,160,127,64,43,53,6
18,"[ 60 , 64 ]","F",0,0,"A",6,70791,0,0,0,0,0,0,0,0,0
18,"[ 60 , 64 ]","F",1,0,"A",3,33244,6227,15397,20616,670,1565,986,1756,868,180
18,"[ 60 , 64 ]","F",0,1,"A",4,43086,0,0,0,0,0,0,0,0,0
18,"[ 60 , 64 ]","F",1,1,"A",1,24045,5468,10879,15619,432,930,600,1084,672,160
18,"[ 60 , 64 ]","F",0,0,"H",93,1007,0,0,0,0,0,0,0,0,0
18,"[ 60 , 64 ]","F",1,0,"H",156,1311,356,836,933,222,238,88,70,77,4
18,"[ 60 , 64 ]","F",0,1,"H",104,589,0,0,0,0,0,0,0,0,0
18,"[ 60 , 64 ]","F",1,1,"H",201,963,284,610,699,139,147,70,51,72,5
19,"[ 60 , 64 ]","F",0,0,"A",4,70850,0,0,0,0,0,0,0,0,0
19,"[ 60 , 64 ]","F",1,0,"A",2,33569,6274,15396,20758,653,1526,1041,1860,822,195
19,"[ 60 , 64 ]","F",0,1,"A",1,42590,0,0,0,0,0,0,0,0,0
19,"[ 60 , 64 ]","F",1,1,"A",2,24106,5601,10786,15637,391,880,593,1274,576,169
19,"[ 60 , 64 ]","F",0,0,"H",96,1042,0,0,0,0,0,0,0,0,0
19,"[ 60 , 64 ]","F",1,0,"H",146,1296,340,810,902,231,229,83,54,91,11
19,"[ 60 , 64 ]","F",0,1,"H",120,621,0,0,0,0,0,0,0,0,0
19,"[ 60 , 64 ]","F",1,1,"H",181,962,289,620,682,150,141,56,51,67,7
20,"[ 60 , 64 ]","F",0,0,"A",3,70793,0,0,0,0,0,0,0,0,0
20,"[ 60 , 64 ]","F",1,0,"A",5,33650,6230,15496,20635,694,1512,988,1894,879,200
20,"[ 60 , 64 ]","F",0,1,"A",7,42557,0,0,0,0,0,0,0,0,0
20,"[ 60 , 64 ]","F",1,1,"A",7,24051,5637,10846,15587,425,905,619,1185,625,156
20,"[ 60 , 64 ]","F",0,0,"H",105,1085,0,0,0,0,0,0,0,0,0
20,"[ 60 , 64 ]","F",1,0,"H",168,1347,333,882,915,238,252,98,74,119,8
20,"[ 60 , 64 ]","F",0,1,"H",93,578,0,0,0,0,0,0,0,0,0
20,"[ 60 , 64 ]","F",1,1,"H",225,975,319,652,701,157,148,68,48,78,8
1,"[ 60 , 64 ]","M",0,0,"A",4,54405,0,0,0,0,0,0,0,0,0
1,"[ 60 , 64 ]","M",1,0,"A",0,20808,3100,10288,12310,617,1343,641,517,463,254
1,"[ 60 , 64 ]","M",0,1,"A",4,31822,0,0,0,0,0,0,0,0,0
1,"[ 60 , 64 ]","M",1,1,"A",2,15116,2633,7533,9536,338,866,445,372,308,226
1,"[ 60 , 64 ]","M",0,0,"H",72,1319,0,0,0,0,0,0,0,0,0
1,"[ 60 , 64 ]","M",1,0,"H",105,1403,238,860,931,346,299,93,19,93,26
1,"[ 60 , 64 ]","M",0,1,"H",180,806,0,0,0,0,0,0,0,0,0
1,"[ 60 , 64 ]","M",1,1,"H",275,1056,215,676,746,241,205,82,13,69,22
2,"[ 60 , 64 ]","M",0,0,"A",1,54002,0,0,0,0,0,0,0,0,0
2,"[ 60 , 64 ]","M",1,0,"A",0,20683,3156,10077,12281,644,1351,640,540,424,221
2,"[ 60 , 64 ]","M",0,1,"A",5,32394,0,0,0,0,0,0,0,0,0
2,"[ 60 , 64 ]","M",1,1,"A",4,15143,2632,7513,9507,347,877,456,348,292,218
2,"[ 60 , 64 ]","M",0,0,"H",78,1309,0,0,0,0,0,0,0,0,0
2,"[ 60 , 64 ]","M",1,0,"H",116,1423,235,888,918,393,308,104,11,97,26
2,"[ 60 , 64 ]","M",0,1,"H",184,758,0,0,0,0,0,0,0,0,0
2,"[ 60 , 64 ]","M",1,1,"H",267,1023,191,665,734,242,190,76,10,88,22
3,"[ 60 , 64 ]","M",0,0,"A",1,54046,0,0,0,0,0,0,0,0,0
3,"[ 60 , 64 ]","M",1,0,"A",3,20734,3199,10251,12136,648,1291,615,518,432,205
3,"[ 60 , 64 ]","M",0,1,"A",3,32263,0,0,0,0,0,0,0,0,0
3,"[ 60 , 64 ]","M",1,1,"A",2,15188,2699,7341,9435,366,903,464,399,305,243
3,"[ 60 , 64 ]","M",0,0,"H",96,1387,0,0,0,0,0,0,0,0,0
3,"[ 60 , 64 ]","M",1,0,"H",94,1341,213,850,890,332,278,93,10,81,23
3,"[ 60 , 64 ]","M",0,1,"H",161,760,0,0,0,0,0,0,0,0,0
3,"[ 60 , 64 ]","M",1,1,"H",285,1016,203,666,696,220,179,85,11,74,23
4,"[ 60 , 64 ]","M",0,0,"A",0,54119,0,0,0,0,0,0,0,0,0
4,"[ 60 , 64 ]","M",1,0,"A",0,20679,3152,10298,12080,653,1338,693,582,453,207
4,"[ 60 , 64 ]","M",0,1,"A",5,32371,0,0,0,0,0,0,0,0,0
4,"[ 60 , 64 ]","M",1,1,"A",3,15046,2673,7501,9295,344,871,445,356,332,191
4,"[ 60 , 64 ]","M",0,0,"H",92,1311,0,0,0,0,0,0,0,0,0
4,"[ 60 , 64 ]","M",1,0,"H",114,1425,248,901,922,351,302,102,19,104,19
4,"[ 60 , 64 ]","M",0,1,"H",153,778,0,0,0,0,0,0,0,0,0
4,"[ 60 , 64 ]","M",1,1,"H",281,1006,204,648,707,230,226,91,13,70,14
5,"[ 60 , 64 ]","M",0,0,"A",1,53958,0,0,0,0,0,0,0,0,0
5,"[ 60 , 64 ]","M",1,0,"A",2,20770,3080,10194,12230,661,1332,649,567,422,198
5,"[ 60 , 64 ]","M",0,1,"A",3,32165,0,0,0,0,0,0,0,0,0
5,"[ 60 , 64 ]","M",1,1,"A",4,15221,2691,7535,9520,355,884,483,354,323,216
5,"[ 60 , 64 ]","M",0,0,"H",87,1322,0,0,0,0,0,0,0,0,0
5,"[ 60 , 64 ]","M",1,0,"H",126,1451,240,897,991,370,301,102,12,89,22
5,"[ 60 , 64 ]","M",0,1,"H",156,782,0,0,0,0,0,0,0,0,0
5,"[ 60 , 64 ]","M",1,1,"H",283,1066,216,695,770,224,215,91,13,60,16
6,"[ 60 , 64 ]","M",0,0,"A",0,54373,0,0,0,0,0,0,0,0,0
6,"[ 60 , 64 ]","M",1,0,"A",2,20801,3258,10310,12218,618,1339,657,545,430,211
6,"[ 60 , 64 ]","M",0,1,"A",8,32046,0,0,0,0,0,0,0,0,0
6,"[ 60 , 64 ]","M",1,1,"A",2,15056,2720,7452,9428,349,906,440,318,314,207
6,"[ 60 , 64 ]","M",0,0,"H",89,1273,0,0,0,0,0,0,0,0,0
6,"[ 60 , 64 ]","M",1,0,"H",110,1351,225,827,904,302,309,81,18,76,15
6,"[ 60 , 64 ]","M",0,1,"H",185,800,0,0,0,0,0,0,0,0,0
6,"[ 60 , 64 ]","M",1,1,"H",295,1035,194,665,718,226,191,77,18,66,19
7,"[ 60 , 64 ]","M",0,0,"A",2,54079,0,0,0,0,0,0,0,0,0
7,"[ 60 , 64 ]","M",1,0,"A",1,20638,3069,10191,12211,665,1329,644,521,411,210
7,"[ 60 , 64 ]","M",0,1,"A",4,32328,0,0,0,0,0,0,0,0,0
7,"[ 60 , 64 ]","M",1,1,"A",4,15172,2679,7530,9524,364,858,488,358,298,223
7,"[ 60 , 64 ]","M",0,0,"H",85,1339,0,0,0,0,0,0,0,0,0
7,"[ 60 , 64 ]","M",1,0,"H",122,1454,259,893,990,359,316,109,19,94,28
7,"[ 60 , 64 ]","M",0,1,"H",172,740,0,0,0,0,0,0,0,0,0
7,"[ 60 , 64 ]","M",1,1,"H",255,985,199,614,696,220,204,72,13,76,21
8,"[ 60 , 64 ]","M",0,0,"A",1,53781,0,0,0,0,0,0,0,0,0
8,"[ 60 , 64 ]","M",1,0,"A",1,20889,3243,10373,12280,631,1280,653,528,449,223
8,"[ 60 , 64 ]","M",0,1,"A",3,32135,0,0,0,0,0,0,0,0,0
8,"[ 60 , 64 ]","M",1,1,"A",3,15336,2724,7653,9546,356,944,438,384,308,219
8,"[ 60 , 64 ]","M",0,0,"H",87,1371,0,0,0,0,0,0,0,0,0
8,"[ 60 , 64 ]","M",1,0,"H",104,1425,266,899,943,340,328,109,23,95,21
8,"[ 60 , 64 ]","M",0,1,"H",184,772,0,0,0,0,0,0,0,0,0
8,"[ 60 , 64 ]","M",1,1,"H",256,1026,207,653,739,243,196,75,18,79,21
9,"[ 60 , 64 ]","M",0,0,"A",2,53854,0,0,0,0,0,0,0,0,0
9,"[ 60 , 64 ]","M",1,0,"A",0,21111,3223,10381,12365,695,1431,666,546,474,232
9,"[ 60 , 64 ]","M",0,1,"A",8,31883,0,0,0,0,0,0,0,0,0
9,"[ 60 , 64 ]","M",1,1,"A",2,15316,2709,7595,9673,354,880,478,374,308,197
9,"[ 60 , 64 ]","M",0,0,"H",87,1317,0,0,0,0,0,0,0,0,0
9,"[ 60 , 64 ]","M",1,0,"H",109,1481,265,908,1016,377,351,99,21,90,15
9,"[ 60 , 64 ]","M",0,1,"H",164,756,0,0,0,0,0,0,0,0,0
9,"[ 60 , 64 ]","M",1,1,"H",271,1017,207,660,735,221,215,76,12,83,24
10,"[ 60 , 64 ]","M",0,0,"A",4,54282,0,0,0,0,0,0,0,0,0
10,"[ 60 , 64 ]","M",1,0,"A",0,20756,3168,10294,12272,597,1322,657,536,443,226
10,"[ 60 , 64 ]","M",0,1,"A",4,32065,0,0,0,0,0,0,0,0,0
10,"[ 60 , 64 ]","M",1,1,"A",1,15030,2694,7461,9327,375,916,448,331,309,235
10,"[ 60 , 64 ]","M",0,0,"H",78,1376,0,0,0,0,0,0,0,0,0
10,"[ 60 , 64 ]","M",1,0,"H",102,1415,229,877,966,338,311,103,19,91,32
10,"[ 60 , 64 ]","M",0,1,"H",160,809,0,0,0,0,0,0,0,0,0
10,"[ 60 , 64 ]","M",1,1,"H",257,1002,194,647,718,225,193,61,13,70,20
11,"[ 60 , 64 ]","M",0,0,"A",2,54104,0,0,0,0,0,0,0,0,0
11,"[ 60 , 64 ]","M",1,0,"A",0,20759,3053,10144,12086,597,1317,683,564,464,228
11,"[ 60 , 64 ]","M",0,1,"A",2,32203,0,0,0,0,0,0,0,0,0
11,"[ 60 , 64 ]","M",1,1,"A",4,15096,2682,7437,9471,375,842,453,356,283,242
11,"[ 60 , 64 ]","M",0,0,"H",102,1340,0,0,0,0,0,0,0,0,0
